title,address,city,state,postal_code,price,facts and features,real estate provider,url
New Construction,1225 E Wolf Hollow S Ln # 201,Salt Lake City,UT,84114,"$339,900 ","2 bds , 2 ba , 1,395 sqft",The Tollstrup Group,https://www.zillow.com/homedetails/1225-E-Wolf-Hollow-S-Ln-201-Salt-Lake-City-UT-84114/2090543378_zpid/
New Construction,1225 E Wolf Hollow E Ln # 401,Salt Lake City,UT,84114,"$445,900 ","3 bds , 3 ba , 2,063 sqft",The Tollstrup Group,https://www.zillow.com/homedetails/1225-E-Wolf-Hollow-E-Ln-401-Salt-Lake-City-UT-84114/2090543396_zpid/
New Construction,1225 E Wolf Hollow S Ln # 203,Salt Lake City,UT,84114,"$347,900 ","3 bds , 2 ba , 1,485 sqft",The Tollstrup Group,https://www.zillow.com/homedetails/1225-E-Wolf-Hollow-S-Ln-203-Salt-Lake-City-UT-84114/2090543380_zpid/
House For Sale,190 E 3185 S,Salt Lake City,UT,84115,"$285,000 ","4 bds , 1 ba , 1,658 sqft","Team Plus Realty of Utah, LLC",https://www.zillow.com/homedetails/190-E-3185-S-Salt-Lake-City-UT-84115/12787938_zpid/
House For Sale,641 Vista View Ct,NORTH SALT LAKE,UT,84054,"$899,900 ","4 bds , 4 ba , 5,536 sqft",NextHome Experts,https://www.zillow.com/homedetails/641-Vista-View-Ct-North-Salt-Lake-UT-84054/79767728_zpid/
New Construction,2329 S Brass Birch Ln # PY2G6L,West Valley City,UT,84119,"$314,999+","3 bds , 3 ba , 2,963+ sqft",,https://www.zillow.com/community/steely-terrace/2091707290_zpid/
New Construction,602 Edgewood Dr # B5E9QE,North Salt Lake,UT,84054,"$359,999+","3 bds , 3 ba , 2,602+ sqft",,https://www.zillow.com/community/bella-vida/2091285185_zpid/
House For Sale,351 N 1000 W,SALT LAKE CITY,UT,84116,"$269,900 ","4 bds , 2 ba , 3,068 sqft",RE/MAX RESULTS,https://www.zillow.com/homedetails/351-N-1000-W-Salt-Lake-City-UT-84116/12714915_zpid/
Townhouse For Sale,165 W Carrick Dr,Salt Lake City,UT,84115,"$212,900 ","3 bds , 3 ba , 1,240 sqft",CENTURY 21 Everest Realty Group,https://www.zillow.com/homedetails/165-W-Carrick-Dr-Salt-Lake-City-UT-84115/89429040_zpid/
House For Sale,275 E 2400 S,Salt Lake City,UT,84115,"$339,900 ","3 bds , 2 ba , 1,612 sqft",,https://www.zillow.com/homedetails/275-E-2400-S-Salt-Lake-City-UT-84115/12773884_zpid/
House For Sale,1418 S Richards St,SALT LAKE CITY,UT,84115,"$239,900 ","3 bds , 2 ba , 1,444 sqft",CENTURY 21 Everest Realty Group,https://www.zillow.com/homedetails/1418-S-Richards-St-Salt-Lake-City-UT-84115/12740088_zpid/
House For Sale,1323 S Roberta St,SALT LAKE CITY,UT,84115,"$259,000 ","3 bds , 1 ba , 1,166 sqft",,https://www.zillow.com/homedetails/1323-S-Roberta-St-Salt-Lake-City-UT-84115/12757756_zpid/
House For Sale,17 W Gregson Ave,Salt Lake City,UT,84115,"$254,900 ","3 bds , 2 ba , 1,344 sqft",,https://www.zillow.com/homedetails/17-W-Gregson-Ave-Salt-Lake-City-UT-84115/2090498713_zpid/
House For Sale,1915 S 300 E,SALT LAKE CITY,UT,84115,"$344,900 ","2 bds , 1 ba , 2,352 sqft",Coldwell Banker Residential Brokerage - Park City Newpark,https://www.zillow.com/homedetails/1915-S-300-E-Salt-Lake-City-UT-84115/12772789_zpid/
House For Sale,364 E Coatsville Ave,SALT LAKE CITY,UT,84115,"$240,000 ","2 bds , 1 ba , 864 sqft",Coldwell Banker Residential Brokerage - Salt Lake - Sugar House,https://www.zillow.com/homedetails/364-E-Coatsville-Ave-Salt-Lake-City-UT-84115/12772858_zpid/
House For Sale,445 E Sherman Ave,SALT LAKE CITY,UT,84115,"$299,900 ","3 bds , 1 ba , 1,214 sqft",Coldwell Banker Residential Brokerage - Salt Lake - Sugar House,https://www.zillow.com/homedetails/445-E-Sherman-Ave-Salt-Lake-City-UT-84115/12758131_zpid/
House For Sale,180 E Coatsville Ave,SALT LAKE CITY,UT,84115,"$285,000 ","3 bds , 1 ba , 1,524 sqft",Coldwell Banker Residential Brokerage - Salt Lake - Sugar House,https://www.zillow.com/homedetails/180-E-Coatsville-Ave-Salt-Lake-City-UT-84115/12772413_zpid/
House For Sale,173 E Whitlock Ave,Salt Lake City,UT,84115,"$349,900 ","4 bds , 2 ba , 2,064 sqft",CENTURY 21 Everest Realty Group,https://www.zillow.com/homedetails/173-E-Whitlock-Ave-Salt-Lake-City-UT-84115/12774374_zpid/
House For Sale,150 E Baird Ave,South Salt Lake,UT,84115,"$285,000 ","3 bds , 2 ba , 1,587 sqft","Utah Select Realty, Inc.",https://www.zillow.com/homedetails/150-E-Baird-Ave-South-Salt-Lake-UT-84115/2094490635_zpid/
House For Sale,213 E Baird Ave,Salt Lake City,UT,84115,"$264,900 ","2 bds , 1 ba , 1,414 sqft",Law Real Estate - SLC,https://www.zillow.com/homedetails/213-E-Baird-Ave-Salt-Lake-City-UT-84115/12788553_zpid/
House For Sale,3803 S 400 E,South Salt Lake,UT,84115,"$130,000 ","Studio , -- ba , -- sqft",EXIT REALTY SUCCESS,https://www.zillow.com/homedetails/3803-S-400-E-South-Salt-Lake-UT-84115/2123904090_zpid/
For Sale by Owner,1842 S Main St,Salt Lake City,UT,84115,"$245,000 ","3 bds , 1 ba , 1,128 sqft",,https://www.zillow.com/homedetails/1842-S-Main-St-Salt-Lake-City-UT-84115/2093183486_zpid/
House For Sale,319 E 1700 S,Salt Lake City,UT,84115,"$339,000 ","3 bds , 2 ba , 2,336 sqft",Utah Real Estate,https://www.zillow.com/homedetails/319-E-1700-S-Salt-Lake-City-UT-84115/2090832100_zpid/
House For Sale,43 E Coatsville Ave,Salt Lake City,UT,84115,"$264,900 ","2 bds , 2 ba , 1,821 sqft",Coldwell Banker Residential Brokerage - North Davis - Layton,https://www.zillow.com/homedetails/43-E-Coatsville-Ave-Salt-Lake-City-UT-84115/2091191165_zpid/
House For Sale,1741 S Edison E St,Salt Lake City,UT,84115,"$298,888 ","5 bds , 3 ba , 1,471 sqft",Chapman Richards & Associates,https://www.zillow.com/homedetails/1741-S-Edison-E-St-Salt-Lake-City-UT-84115/2092057139_zpid/
Lot/Land For Sale,3700 S 200 E,Salt Lake City,UT,84115,"$95,000 ","7,405 sqft lot",RANLife Real Estate,https://www.zillow.com/homedetails/3700-S-200-E-Salt-Lake-City-UT-84115/12788754_zpid/
For Sale by Owner,337 E Penney Ave,Salt Lake City,UT,84115,"$399,999 ","3 bds , 3 ba , 2,100 sqft",,https://www.zillow.com/homedetails/337-E-Penney-Ave-Salt-Lake-City-UT-84115/117876631_zpid/
For Sale by Owner,487 E Gloria Ct,Salt Lake City,UT,84115,"$234,999 ","2 bds , 1 ba , 1,008 sqft",,https://www.zillow.com/homedetails/487-E-Gloria-Ct-Salt-Lake-City-UT-84115/83823487_zpid/
House For Sale,3752 S Fenton Cv,Salt Lake City,UT,84115,"$339,900 ","3 bds , 4 ba , 2,590 sqft",CENTURY 21 Everest Realty Group,https://www.zillow.com/homedetails/3752-S-Fenton-Cv-Salt-Lake-City-UT-84115/83830031_zpid/
House For Sale,209 E Downington Ave,SALT LAKE CITY,UT,84115,"$275,000 ","3 bds , 1 ba , 1,744 sqft",,https://www.zillow.com/homedetails/209-E-Downington-Ave-Salt-Lake-City-UT-84115/12772539_zpid/
House For Sale,338 E Park Creeke Ln,Salt Lake City,UT,84115,"$300,000 ","4 bds , 2 ba , 2,030 sqft",Summit Sotheby's International Realty,https://www.zillow.com/homedetails/338-E-Park-Creeke-Ln-Salt-Lake-City-UT-84115/12787742_zpid/
Lot/Land For Sale,3666 S State St,South Salt Lake,UT,84115,"$1,498,000 ",1.81 ac lot,Coldwell Banker Residential Brokerage - Union Heights,https://www.zillow.com/homedetails/3666-S-State-St-South-Salt-Lake-UT-84115/2091191164_zpid/
Apartment For Sale,427 E 3400 S,Salt Lake City,UT,84115,"$420,000 ","4 bds , -- ba , 2,496 sqft","CENTURY 21 N&N, Realtors",https://www.zillow.com/homedetails/427-E-3400-S-Salt-Lake-City-UT-84115/2091460513_zpid/
House For Sale,360 E Ramona Ave,SALT LAKE CITY,UT,84115,"$319,900 ","3 bds , 1 ba , 1,430 sqft",Chapman Richards & Associates,https://www.zillow.com/homedetails/360-E-Ramona-Ave-Salt-Lake-City-UT-84115/12773228_zpid/
Lot/Land For Sale,261 N Redwood Rd,Salt Lake City,UT,84116,"$1,300,000 ",0.94 ac lot,Red Butte Realty,https://www.zillow.com/homedetails/261-N-Redwood-Rd-Salt-Lake-City-UT-84116/2090378999_zpid/
House For Sale,879 N Poinsettia Dr,SALT LAKE CITY,UT,84116,"$237,900 ","2 bds , 2 ba , 1,392 sqft",,https://www.zillow.com/homedetails/879-N-Poinsettia-Dr-Salt-Lake-City-UT-84116/12711444_zpid/
House For Sale,320 N 800 W,SALT LAKE CITY,UT,84116,"$110,000 ","Studio , -- ba , 720 sqft",,https://www.zillow.com/homedetails/320-N-800-W-Salt-Lake-City-UT-84116/12715587_zpid/
For Sale by Owner,164 N 1000 W,SALT LAKE CITY,UT,84116,"$188,000 ","2 bds , 2 ba , 1,500 sqft",,https://www.zillow.com/homedetails/164-N-1000-W-Salt-Lake-City-UT-84116/12715620_zpid/
Townhouse For Sale,558 N Redwood Rd APT 2-3,Salt Lake City,UT,84116,"$150,000 ","4 bds , 2 ba , 1,205 sqft",CENTURY 21 Everest Realty Group,https://www.zillow.com/homedetails/558-N-Redwood-Rd-APT-2-3-Salt-Lake-City-UT-84116/2106130952_zpid/
Apartment For Sale,539 N 1100 W,Salt Lake City,UT,84116,"$319,900 ","5 bds , 2 ba , 2,000 sqft",Intermountain Properties,https://www.zillow.com/homedetails/539-N-1100-W-Salt-Lake-City-UT-84116/2090847310_zpid/
Condo For Sale,5521 S Shady Maple Cv,SALT LAKE CITY,UT,84117,"$374,999 ","4 bds , 4 ba , 2,495 sqft",RE/MAX RESULTS,https://www.zillow.com/homedetails/5521-S-Shady-Maple-Cv-Salt-Lake-City-UT-84117/54588133_zpid/
Home For Sale,1223 E Emelita St,Salt Lake City,UT,84117,"$49,900 ","2 bds , 2 ba , 1,650 sqft",Equity Real Estate - Solid,https://www.zillow.com/homedetails/1223-E-Emelita-St-Salt-Lake-City-UT-84117/2090436699_zpid/
House For Sale,1910 E Southmoor Dr,Holladay,UT,84117,"$380,000 ","4 bds , 2 ba , 1,595 sqft",Equity Real Estate - Premier Elite Branch,https://www.zillow.com/homedetails/1910-E-Southmoor-Dr-Holladay-UT-84117/2104649282_zpid/
House For Sale,2399 E Katie Lynn Ln,Holladay,UT,84117,"$637,990 ","4 bds , 3 ba , 3,700 sqft",CENTURY 21 Everest Realty Group,https://www.zillow.com/homedetails/2399-E-Katie-Lynn-Ln-Holladay-UT-84117/2105030360_zpid/
House For Sale,5477 S Cottonwood Club Dr,Salt Lake City,UT,84117,"$1,339,000 ","4 bds , 5 ba , 5,407 sqft",,https://www.zillow.com/homedetails/5477-S-Cottonwood-Club-Dr-Salt-Lake-City-UT-84117/12863806_zpid/
Townhouse For Sale,1342 E Hidden Creek S Ct,Holladay,UT,84117,"$278,000 ","3 bds , 3 ba , 1,500 sqft",Realtypath Corporate,https://www.zillow.com/homedetails/1342-E-Hidden-Creek-S-Ct-Holladay-UT-84117/2090475240_zpid/
House For Sale,2036 E Normandywoods S Ct # 5,Holladay,UT,84117,"$1,899,000 ","5 bds , 7 ba , 7,800 sqft",Equity Real Estate - Solid,https://www.zillow.com/homedetails/2036-E-Normandywoods-S-Ct-5-Holladay-UT-84117/2090491139_zpid/
House For Sale,5346 S Cottonwood Ln,Holladay,UT,84117,"$3,800,000 ","7 bds , 9 ba , 12,980 sqft",,https://www.zillow.com/homedetails/5346-S-Cottonwood-Ln-Holladay-UT-84117/2096016029_zpid/
Condo For Sale,4660 S Quail Park Dr APT D,SALT LAKE CITY,UT,84117,"$130,000 ","1 bd , 1 ba , 680 sqft",Coldwell Banker Residential Brokerage - Union Heights,https://www.zillow.com/homedetails/4660-S-Quail-Park-Dr-APT-D-Salt-Lake-City-UT-84117/12855318_zpid/
House For Sale,4747 S Ichabod St,Salt Lake City,UT,84117,"$350,000 ","2 bds , 3 ba , 2,749 sqft",CENTURY 21 Everest Realty Group,https://www.zillow.com/homedetails/4747-S-Ichabod-St-Salt-Lake-City-UT-84117/12861668_zpid/
Townhouse For Sale,918 E Sage Park Ln,SALT LAKE CITY,UT,84117,"$315,000 ","3 bds , 3 ba , 2,048 sqft",,https://www.zillow.com/homedetails/918-E-Sage-Park-Ln-Salt-Lake-City-UT-84117/61169639_zpid/
House For Sale,4550 S Stratton Dr,Salt Lake City,UT,84117,"$479,900 ","4 bds , 4 ba , 3,644 sqft",Summit Sotheby's International Realty,https://www.zillow.com/homedetails/4550-S-Stratton-Dr-Salt-Lake-City-UT-84117/12850903_zpid/
Condo For Sale,4781 S 2124 E # 10B,Holladay,UT,84117,"$265,000 ","3 bds , 1 ba , 1,542 sqft",RE/MAX MASTERS,https://www.zillow.com/homedetails/4781-S-2124-E-10B-Holladay-UT-84117/2090687234_zpid/
House For Sale,4750 S Hugo E Ave,Salt Lake City,UT,84117,"$1,299,999 ","3 bds , 4 ba , 3,807 sqft",RANLife Real Estate,https://www.zillow.com/homedetails/4750-S-Hugo-E-Ave-Salt-Lake-City-UT-84117/2090543375_zpid/
House For Sale,1660 E. Spring Ln.,Salt Lake,UT,84117,"$450,000 ","3 bds , 3 ba , 2,304 sqft",Coldwell Banker Residential Brokerage - The Salt Lake-Avenues Office,https://www.zillow.com/homedetails/1660-E-Spring-Ln-Salt-Lake-UT-84117/2100375148_zpid/
Lot/Land For Sale,1990 E Olympus Point Dr,Holladay,UT,84117,"$620,000 ",0.30 ac lot,Coldwell Banker Residential Brokerage - The Salt Lake-Avenues Office,https://www.zillow.com/homedetails/1990-E-Olympus-Point-Dr-Holladay-UT-84117/2090504884_zpid/
House For Sale,5164 S Cottonwood Ln,Salt Lake City,UT,84117,"$2,500,000 ","4 bds , 5 ba , 5,636 sqft",Coldwell Banker Residential Brokerage - The Salt Lake-Avenues Office,https://www.zillow.com/homedetails/5164-S-Cottonwood-Ln-Salt-Lake-City-UT-84117/55442453_zpid/
House For Sale,1912 E Lakewood Dr,Holladay,UT,84117,"$1,510,000 ","4 bds , 5 ba , 6,778 sqft",,https://www.zillow.com/homedetails/1912-E-Lakewood-Dr-Holladay-UT-84117/2098050826_zpid/
House For Sale,1979 E Olympus Point Dr,Holladay,UT,84117,"$1,401,300 ","5 bds , 5 ba , 5,067 sqft",Ivory Real Estate L.C.,https://www.zillow.com/homedetails/1979-E-Olympus-Point-Dr-Holladay-UT-84117/2090767347_zpid/
House For Sale,1961 E Highland Place Ln # S,Holladay,UT,84117,"$719,900 ","6 bds , 4 ba , 4,778 sqft",RE/MAX ASSOCIATES,https://www.zillow.com/homedetails/1961-E-Highland-Place-Ln-S-Holladay-UT-84117/2090727962_zpid/
House For Sale,1575 E Fieldcrest Ln,Salt Lake City,UT,84117,"$449,900 ","3 bds , 2 ba , 2,400 sqft",The Tollstrup Group,https://www.zillow.com/homedetails/1575-E-Fieldcrest-Ln-Salt-Lake-City-UT-84117/12859229_zpid/
House For Sale,5164 S Cottonwood E Ln,Holladay,UT,84117,"$2,500,000 ","4 bds , 5 ba , 5,636 sqft",Coldwell Banker Residential Brokerage-Salt Lake,https://www.zillow.com/homedetails/5164-S-Cottonwood-E-Ln-Holladay-UT-84117/2090504881_zpid/
House For Sale,5047 S Casto Pines Cv,Salt Lake City,UT,84117,"$1,100,000 ","6 bds , 5 ba , 6,309 sqft",RE/MAX ASSOCIATES,https://www.zillow.com/homedetails/5047-S-Casto-Pines-Cv-Salt-Lake-City-UT-84117/52836339_zpid/
For Sale by Owner,5062 S El Amador St,Salt Lake City,UT,84117,"$15,000 ","2 bds , 1 ba , 900 sqft",,https://www.zillow.com/homedetails/5062-S-El-Amador-St-Salt-Lake-City-UT-84117/2095175923_zpid/
For Sale by Owner,5046 S El Amador St,Murray,UT,84117,"$26,500 ","3 bds , 2 ba , 1,250 sqft",,https://www.zillow.com/homedetails/5046-S-El-Amador-St-Murray-UT-84117/2091573326_zpid/
House For Sale,2411 E Walker Ln,Salt Lake City,UT,84117,"$5,485,000 ","4 bds , 6 ba , 8,800 sqft",,https://www.zillow.com/homedetails/2411-E-Walker-Ln-Salt-Lake-City-UT-84117/12862799_zpid/
House For Sale,4567 S 1300 E,SALT LAKE CITY,UT,84117,"$275,900 ","3 bds , 2 ba , 1,150 sqft",Intermountain Properties,https://www.zillow.com/homedetails/4567-S-1300-E-Salt-Lake-City-UT-84117/12855008_zpid/
House For Sale,2644 E Kentucky Ave,Holladay,UT,84117,"$4,450,000 ","4 bds , 5 ba , 7,685 sqft",Coldwell Banker Residential Brokerage - Salt Lake - Sugar House,https://www.zillow.com/homedetails/2644-E-Kentucky-Ave-Holladay-UT-84117/2104060855_zpid/
House For Sale,1278 E Darby Cir,SALT LAKE CITY,UT,84117,"$469,500 ","6 bds , 2 ba , 3,184 sqft",RANLife Real Estate,https://www.zillow.com/homedetails/1278-E-Darby-Cir-Salt-Lake-City-UT-84117/12865147_zpid/
House For Sale,5081 S 2100 E,Salt Lake City,UT,84117,"$899,000 ","3 bds , 1 ba , 2,210 sqft","Locus, A Real Estate Company",https://www.zillow.com/homedetails/5081-S-2100-E-Salt-Lake-City-UT-84117/12861275_zpid/
House For Sale,4536 S Ribbon Ln,Salt Lake City,UT,84117,"$515,000 ","5 bds , 3 ba , 2,856 sqft",Coldwell Banker Residential Brokerage - The Salt Lake-Avenues Office,https://www.zillow.com/homedetails/4536-S-Ribbon-Ln-Salt-Lake-City-UT-84117/12853847_zpid/
House For Sale,1358 E 5440 S,SALT LAKE CITY,UT,84117,"$379,900 ","4 bds , 3 ba , 2,464 sqft",Realtypath LLC - Prestige,https://www.zillow.com/homedetails/1358-E-5440-S-Salt-Lake-City-UT-84117/12863151_zpid/
House For Sale,2321 E John Holliday S Ct,Holladay,UT,84117,"$599,900 ","3 bds , 3 ba , 3,716 sqft",Western Realty Utah,https://www.zillow.com/homedetails/2321-E-John-Holliday-S-Ct-Holladay-UT-84117/2091480317_zpid/
House For Sale,2536 E Kentucky Ave,Salt Lake City,UT,84117,"$949,999 ","3 bds , 3 ba , 3,928 sqft",Coldwell Banker Residential Brokerage - The Salt Lake-Avenues Office,https://www.zillow.com/homedetails/2536-E-Kentucky-Ave-Salt-Lake-City-UT-84117/12852737_zpid/
For Sale by Owner,2015 E Cresthill Dr,Holladay,UT,84117,"$685,000 ","4 bds , 4 ba , 5,500 sqft",,https://www.zillow.com/homedetails/2015-E-Cresthill-Dr-Holladay-UT-84117/2097633809_zpid/
For Sale by Owner,1813 E Holladay Farm Ln,Holladay,UT,84117,"$600,000 ","3 bds , 3 ba , 3,096 sqft",,https://www.zillow.com/homedetails/1813-E-Holladay-Farm-Ln-Holladay-UT-84117/2091465371_zpid/
House For Sale,2978 E Valley View Ave,Holladay,UT,84117,"$1,099,000 ","6 bds , 5 ba , 7,287 sqft",Equity Real Estate - Solid,https://www.zillow.com/homedetails/2978-E-Valley-View-Ave-Holladay-UT-84117/2105775357_zpid/
Condo For Sale,4959 S 1021 E,SALT LAKE CITY,UT,84117,"$319,000 ","3 bds , 3 ba , 2,656 sqft",Coldwell Banker Residential Brokerage - The Salt Lake-Avenues Office,https://www.zillow.com/homedetails/4959-S-1021-E-Salt-Lake-City-UT-84117/12857950_zpid/
For Sale by Owner,2695 E Wanda Way,Salt Lake City,UT,84117,"$604,900 ","4 bds , 3 ba , 2,200 sqft",,https://www.zillow.com/homedetails/2695-E-Wanda-Way-Salt-Lake-City-UT-84117/12852593_zpid/
House For Sale,5494 S Holladay Blvd,Holladay,UT,84117,"$1,499,000 ","6 bds , 5 ba , 5,602 sqft",Summit Sotheby's International Realty,https://www.zillow.com/homedetails/5494-S-Holladay-Blvd-Holladay-UT-84117/2092536900_zpid/
Condo For Sale,5132 S Highland Down Ln,Salt Lake City,UT,84117,"$530,000 ","5 bds , 4 ba , 3,513 sqft",,https://www.zillow.com/homedetails/5132-S-Highland-Down-Ln-Salt-Lake-City-UT-84117/12861311_zpid/
Condo For Sale,4788 S Naniloa Dr,Salt Lake City,UT,84117,"$420,000 ","3 bds , 3 ba , 2,445 sqft",,https://www.zillow.com/homedetails/4788-S-Naniloa-Dr-Salt-Lake-City-UT-84117/12861688_zpid/
House For Sale,2445 E Kentucky Ave,Holladay,UT,84117,"$895,000 ","4 bds , 2 ba , 2,738 sqft",Coldwell Banker Residential Brokerage - Union Heights,https://www.zillow.com/homedetails/2445-E-Kentucky-Ave-Holladay-UT-84117/2099028937_zpid/
Townhouse For Sale,1346 E Hidden Creek Ct,Salt Lake City,UT,84117,"$267,999 ","3 bds , 3 ba , 1,547 sqft",,https://www.zillow.com/homedetails/1346-E-Hidden-Creek-Ct-Salt-Lake-City-UT-84117/12859110_zpid/
House For Sale,5455 S Woodcrest E Dr,Holladay,UT,84117,"$750,000 ","4 bds , 3 ba , 3,880 sqft",Realtypath LLC - Platinum,https://www.zillow.com/homedetails/5455-S-Woodcrest-E-Dr-Holladay-UT-84117/2093768860_zpid/
Condo For Sale,1324 E Mossy Springs Ln,SALT LAKE CITY,UT,84117,"$359,999 ","3 bds , 3 ba , 2,349 sqft",Chapman Richards & Associates,https://www.zillow.com/homedetails/1324-E-Mossy-Springs-Ln-Salt-Lake-City-UT-84117/72630845_zpid/
Home For Sale,5241 S Camino Real Dr,Holladay,UT,84117,"$49,900 ","3 bds , 2 ba , 1,458 sqft",CENTURY 21 Everest Realty Group,https://www.zillow.com/homedetails/5241-S-Camino-Real-Dr-Holladay-UT-84117/2092482077_zpid/
Apartment For Sale,1805 E Holladay Farm Ln,Holladay,UT,84117,"$575,000 ","3 bds , 3 ba , 3,100 sqft",Intermountain Properties,https://www.zillow.com/homedetails/1805-E-Holladay-Farm-Ln-Holladay-UT-84117/2092640987_zpid/
House For Sale,4949 S Holladay Pines Ct,Salt Lake City,UT,84117,"$1,200,000 ","4 bds , 4 ba , 5,045 sqft",Summit Sotheby's International Realty,https://www.zillow.com/homedetails/4949-S-Holladay-Pines-Ct-Salt-Lake-City-UT-84117/72627186_zpid/
House For Sale,1938 E Vintage Woods Ct,Salt Lake City,UT,84117,"$815,000 ","6 bds , 6 ba , 5,244 sqft",Equity Real Estate - Luxury Group,https://www.zillow.com/homedetails/1938-E-Vintage-Woods-Ct-Salt-Lake-City-UT-84117/12860185_zpid/
House For Sale,1985 E Cresthill Dr,Holladay,UT,84117,"$949,000 ","4 bds , 4 ba , 4,719 sqft",,https://www.zillow.com/homedetails/1985-E-Cresthill-Dr-Holladay-UT-84117/2090860405_zpid/
House For Sale,5676 S Cottonwood Ln,Holladay,UT,84117,"$1,300,000 ","3 bds , 4 ba , 4,013 sqft",Realtypath LLC - Executives,https://www.zillow.com/homedetails/5676-S-Cottonwood-Ln-Holladay-UT-84117/2101373664_zpid/
House For Sale,2865 E Le Jardin Pl,Salt Lake City,UT,84117,"$1,250,000 ","3 bds , 5 ba , 5,000 sqft",Engel & Volkers Park City,https://www.zillow.com/homedetails/2865-E-Le-Jardin-Pl-Salt-Lake-City-UT-84117/65734159_zpid/
For Sale by Owner,1801 E Holladay Farm Ln,Holladay,UT,84117,"$550,000 ","3 bds , 3 ba , 3,096 sqft",,https://www.zillow.com/homedetails/1801-E-Holladay-Farm-Ln-Holladay-UT-84117/2091044919_zpid/
Lot/Land For Sale,2388 E Cottonwood Ln,Holladay,UT,84117,"$2,475,000 ",2.01 ac lot,Coldwell Banker Residential Brokerage - Union Heights,https://www.zillow.com/homedetails/2388-E-Cottonwood-Ln-Holladay-UT-84117/2090939551_zpid/
For Sale by Owner,2180 E 4500 S,Holladay,UT,84117,"$5,000,000 ",2.32 ac lot,,https://www.zillow.com/homedetails/2180-E-4500-S-Holladay-UT-84117/2091538495_zpid/
House For Sale,2270 E 4800 S APT 13,Holladay,UT,84117,"$305,949 ","3 bds , 2 ba , 2,198 sqft",Redzone Real Estate,https://www.zillow.com/homedetails/2270-E-4800-S-APT-13-Holladay-UT-84117/2099376544_zpid/
House For Sale,4759 W 5905 S,SALT LAKE CITY,UT,84118,"$270,000 ","5 bds , 1 ba , 1,728 sqft",Engel & Volkers Park City,https://www.zillow.com/homedetails/4759-W-5905-S-Salt-Lake-City-UT-84118/12832442_zpid/
House For Sale,4272 W 5700 S,SALT LAKE CITY,UT,84118,"$234,870 ","3 bds , 1 ba , 1,028 sqft",Realtypath LLC,https://www.zillow.com/homedetails/4272-W-5700-S-Salt-Lake-City-UT-84118/12832098_zpid/
Auction,6047 S Wakefield Way,SALT LAKE CITY,UT,84118,$218K,"3 bds , 2.5 ba , 1,782 sqft",,https://www.zillow.com/homedetails/6047-S-Wakefield-Way-Salt-Lake-City-UT-84118/12804520_zpid/
Home For Sale,5075 W 4700 S TRLR 33,Salt Lake City,UT,84118,"$68,000 ","4 bds , 2 ba , 1,560 sqft",RANLife Real Estate,https://www.zillow.com/homedetails/5075-W-4700-S-TRLR-33-Salt-Lake-City-UT-84118/2090456639_zpid/
House For Sale,4022 W Zodiac S Dr,Salt Lake City,UT,84118,"$269,950 ","4 bds , 2 ba , 1,826 sqft",,https://www.zillow.com/homedetails/4022-W-Zodiac-S-Dr-Salt-Lake-City-UT-84118/2090406514_zpid/
House For Sale,6544 S High Bluff Dr,Salt Lake City,UT,84118,"$309,900 ","3 bds , 3 ba , 1,655 sqft",Homenet Real Estate,https://www.zillow.com/homedetails/6544-S-High-Bluff-Dr-Salt-Lake-City-UT-84118/52835224_zpid/
House For Sale,4756 W 5215 S,SALT LAKE CITY,UT,84118,"$219,900 ","3 bds , 2 ba , 1,179 sqft",The Sundial Group,https://www.zillow.com/homedetails/4756-W-5215-S-Salt-Lake-City-UT-84118/12817471_zpid/
House For Sale,4022 W Zodiac Dr,SALT LAKE CITY,UT,84118,"$269,950 ","4 bds , 2 ba , 1,826 sqft",,https://www.zillow.com/homedetails/4022-W-Zodiac-Dr-Salt-Lake-City-UT-84118/12833256_zpid/
House For Sale,5694 W 5960 S,SALT LAKE CITY,UT,84118,"$309,900 ","5 bds , 3 ba , 2,035 sqft",,https://www.zillow.com/homedetails/5694-W-5960-S-Salt-Lake-City-UT-84118/12804500_zpid/
House For Sale,4796 W 5175 S,SALT LAKE CITY,UT,84118,"$215,000 ","3 bds , 2 ba , 1,440 sqft",Coldwell Banker Residential Brokerage - Union Heights,https://www.zillow.com/homedetails/4796-W-5175-S-Salt-Lake-City-UT-84118/12817448_zpid/
Coming Soon,6266 S Deer Springs Ln,Salt Lake City,UT,84118,"$300,000 ","3 bds , 2 ba , 2,609 sqft",,https://www.zillow.com/homedetails/6266-S-Deer-Springs-Ln-Salt-Lake-City-UT-84118/12804771_zpid/
House For Sale,5637 S Sarah Jane Dr,SALT LAKE CITY,UT,84118,"$269,900 ","4 bds , 2 ba , 1,953 sqft",,https://www.zillow.com/homedetails/5637-S-Sarah-Jane-Dr-Salt-Lake-City-UT-84118/12802456_zpid/
House For Sale,6221 S Palomar W Pl,West Valley City,UT,84118,"$369,990 ","5 bds , 3 ba , 3,254 sqft",Realtypath LLC - Prestige,https://www.zillow.com/homedetails/6221-S-Palomar-W-Pl-West-Valley-City-UT-84118/2090681287_zpid/
House For Sale,4512 W 4985 S,SALT LAKE CITY,UT,84118,"$240,000 ","3 bds , 2 ba , 1,176 sqft",Realtypath LLC,https://www.zillow.com/homedetails/4512-W-4985-S-Salt-Lake-City-UT-84118/12816760_zpid/
